Using device: cuda
Classes: ['fake', 'real']
Train size: 38392 | Val size: 9599 | Test size: 11997

=== Baseline 1: Majority ===
Majority class: 0 (fake), count=19229

=== Majority Class Baseline ===
Predicting class: 0 (fake)
[LogReg][Epoch 141/150] Loss: 37.4028
[LogReg][Epoch 142/150] Loss: 37.5050
[LogReg][Epoch 143/150] Loss: 37.4906
[LogReg][Epoch 144/150] Loss: 36.7250
[LogReg][Epoch 145/150] Loss: 37.7995
[LogReg][Epoch 146/150] Loss: 36.6628
[LogReg][Epoch 147/150] Loss: 37.0494
[LogReg][Epoch 148/150] Loss: 37.5632
[LogReg][Epoch 149/150] Loss: 37.2998
[LogReg][Epoch 150/150] Loss: 36.8974

=== Logistic Regression Baseline Metrics ===
Val Acc: 0.6136 | Prec: 0.6204 | Rec: 0.5979 | F1: 0.6090
Test Acc: 0.6065 | Prec: 0.6103 | Rec: 0.5886 | F1: 0.5993
Test Confusion Matrix:
 [[3746 2254]
 [2467 3530]]

=== Main Model: CNN ===
[Epoch 1/150] Train Loss 0.6099 | Train Acc 0.6516 | Val Loss 0.6019 | Val Acc 0.6706
[Epoch 2/150] Train Loss 0.5325 | Train Acc 0.7340 | Val Loss 0.4975 | Val Acc 0.7559
[Epoch 3/150] Train Loss 0.5003 | Train Acc 0.7573 | Val Loss 0.4937 | Val Acc 0.7597
[Epoch 4/150] Train Loss 0.4804 | Train Acc 0.7721 | Val Loss 0.4425 | Val Acc 0.7979
[Epoch 5/150] Train Loss 0.4600 | Train Acc 0.7839 | Val Loss 0.4291 | Val Acc 0.8031
[Epoch 6/150] Train Loss 0.4470 | Train Acc 0.7946 | Val Loss 0.4512 | Val Acc 0.7911
[Epoch 7/150] Train Loss 0.4383 | Train Acc 0.7972 | Val Loss 0.4239 | Val Acc 0.8093
[Epoch 8/150] Train Loss 0.4285 | Train Acc 0.8036 | Val Loss 0.4227 | Val Acc 0.8085
[Epoch 9/150] Train Loss 0.4186 | Train Acc 0.8098 | Val Loss 0.4166 | Val Acc 0.8194
[Epoch 10/150] Train Loss 0.4126 | Train Acc 0.8119 | Val Loss 0.3877 | Val Acc 0.8333
[Epoch 11/150] Train Loss 0.4029 | Train Acc 0.8167 | Val Loss 0.3783 | Val Acc 0.8375
[Epoch 12/150] Train Loss 0.3982 | Train Acc 0.8212 | Val Loss 0.4248 | Val Acc 0.8119
[Epoch 13/150] Train Loss 0.3927 | Train Acc 0.8223 | Val Loss 0.3775 | Val Acc 0.8362
[Epoch 14/150] Train Loss 0.3860 | Train Acc 0.8291 | Val Loss 0.3683 | Val Acc 0.8400
[Epoch 15/150] Train Loss 0.3835 | Train Acc 0.8304 | Val Loss 0.3644 | Val Acc 0.8492
[Epoch 16/150] Train Loss 0.3785 | Train Acc 0.8339 | Val Loss 0.3975 | Val Acc 0.8227
[Epoch 17/150] Train Loss 0.3733 | Train Acc 0.8370 | Val Loss 0.4103 | Val Acc 0.8114
[Epoch 18/150] Train Loss 0.3690 | Train Acc 0.8361 | Val Loss 0.3705 | Val Acc 0.8349
[Epoch 19/150] Train Loss 0.3485 | Train Acc 0.8499 | Val Loss 0.3374 | Val Acc 0.8581
[Epoch 20/150] Train Loss 0.3444 | Train Acc 0.8531 | Val Loss 0.3291 | Val Acc 0.8627
[Epoch 21/150] Train Loss 0.3435 | Train Acc 0.8526 | Val Loss 0.3319 | Val Acc 0.8622
[Epoch 22/150] Train Loss 0.3374 | Train Acc 0.8523 | Val Loss 0.3408 | Val Acc 0.8544
[Epoch 23/150] Train Loss 0.3330 | Train Acc 0.8573 | Val Loss 0.3193 | Val Acc 0.8667
[Epoch 24/150] Train Loss 0.3333 | Train Acc 0.8565 | Val Loss 0.3232 | Val Acc 0.8657
[Epoch 25/150] Train Loss 0.3308 | Train Acc 0.8572 | Val Loss 0.3170 | Val Acc 0.8660
[Epoch 26/150] Train Loss 0.3235 | Train Acc 0.8614 | Val Loss 0.3564 | Val Acc 0.8508
[Epoch 27/150] Train Loss 0.3113 | Train Acc 0.8664 | Val Loss 0.3392 | Val Acc 0.8564
[Epoch 28/150] Train Loss 0.3083 | Train Acc 0.8688 | Val Loss 0.3173 | Val Acc 0.8672
[Epoch 29/150] Train Loss 0.3042 | Train Acc 0.8703 | Val Loss 0.3385 | Val Acc 0.8559
[Epoch 30/150] Train Loss 0.3051 | Train Acc 0.8703 | Val Loss 0.3294 | Val Acc 0.8620
[Epoch 31/150] Train Loss 0.3027 | Train Acc 0.8710 | Val Loss 0.3217 | Val Acc 0.8630
[Epoch 32/150] Train Loss 0.2954 | Train Acc 0.8749 | Val Loss 0.3043 | Val Acc 0.8725
[Epoch 33/150] Train Loss 0.2906 | Train Acc 0.8773 | Val Loss 0.3098 | Val Acc 0.8711
[Epoch 34/150] Train Loss 0.2889 | Train Acc 0.8780 | Val Loss 0.3194 | Val Acc 0.8679
[Epoch 35/150] Train Loss 0.2894 | Train Acc 0.8782 | Val Loss 0.3301 | Val Acc 0.8632
[Epoch 36/150] Train Loss 0.2829 | Train Acc 0.8807 | Val Loss 0.3189 | Val Acc 0.8672
[Epoch 37/150] Train Loss 0.2837 | Train Acc 0.8806 | Val Loss 0.3096 | Val Acc 0.8714
[Epoch 38/150] Train Loss 0.2833 | Train Acc 0.8809 | Val Loss 0.3408 | Val Acc 0.8575
[Epoch 39/150] Train Loss 0.2790 | Train Acc 0.8823 | Val Loss 0.3089 | Val Acc 0.8703
[Epoch 40/150] Train Loss 0.2812 | Train Acc 0.8813 | Val Loss 0.3099 | Val Acc 0.8697
[Epoch 41/150] Train Loss 0.2813 | Train Acc 0.8820 | Val Loss 0.3138 | Val Acc 0.8694
[Epoch 42/150] Train Loss 0.2759 | Train Acc 0.8842 | Val Loss 0.3175 | Val Acc 0.8675
[Epoch 43/150] Train Loss 0.2785 | Train Acc 0.8827 | Val Loss 0.3113 | Val Acc 0.8688
[Epoch 44/150] Train Loss 0.2764 | Train Acc 0.8840 | Val Loss 0.3103 | Val Acc 0.8700
[Epoch 45/150] Train Loss 0.2775 | Train Acc 0.8839 | Val Loss 0.3198 | Val Acc 0.8672
[Epoch 46/150] Train Loss 0.2752 | Train Acc 0.8854 | Val Loss 0.3130 | Val Acc 0.8701
[Epoch 47/150] Train Loss 0.2750 | Train Acc 0.8847 | Val Loss 0.3177 | Val Acc 0.8688
[Epoch 48/150] Train Loss 0.2758 | Train Acc 0.8841 | Val Loss 0.3144 | Val Acc 0.8706
[Epoch 49/150] Train Loss 0.2777 | Train Acc 0.8830 | Val Loss 0.3161 | Val Acc 0.8698
[Epoch 50/150] Train Loss 0.2761 | Train Acc 0.8816 | Val Loss 0.3129 | Val Acc 0.8704
[Epoch 51/150] Train Loss 0.2753 | Train Acc 0.8856 | Val Loss 0.3139 | Val Acc 0.8701
[Epoch 52/150] Train Loss 0.2767 | Train Acc 0.8840 | Val Loss 0.3146 | Val Acc 0.8699
[Epoch 53/150] Train Loss 0.2781 | Train Acc 0.8832 | Val Loss 0.3129 | Val Acc 0.8706
[Epoch 54/150] Train Loss 0.2746 | Train Acc 0.8854 | Val Loss 0.3144 | Val Acc 0.8696
[Epoch 55/150] Train Loss 0.2760 | Train Acc 0.8848 | Val Loss 0.3145 | Val Acc 0.8696
[Epoch 56/150] Train Loss 0.2768 | Train Acc 0.8824 | Val Loss 0.3141 | Val Acc 0.8699
[Epoch 57/150] Train Loss 0.2777 | Train Acc 0.8841 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 58/150] Train Loss 0.2768 | Train Acc 0.8840 | Val Loss 0.3134 | Val Acc 0.8701
[Epoch 59/150] Train Loss 0.2747 | Train Acc 0.8851 | Val Loss 0.3137 | Val Acc 0.8701
[Epoch 60/150] Train Loss 0.2767 | Train Acc 0.8845 | Val Loss 0.3142 | Val Acc 0.8696
[Epoch 61/150] Train Loss 0.2758 | Train Acc 0.8836 | Val Loss 0.3140 | Val Acc 0.8697
[Epoch 62/150] Train Loss 0.2744 | Train Acc 0.8847 | Val Loss 0.3138 | Val Acc 0.8700
[Epoch 63/150] Train Loss 0.2776 | Train Acc 0.8833 | Val Loss 0.3140 | Val Acc 0.8697
[Epoch 64/150] Train Loss 0.2746 | Train Acc 0.8832 | Val Loss 0.3138 | Val Acc 0.8699
[Epoch 65/150] Train Loss 0.2748 | Train Acc 0.8847 | Val Loss 0.3138 | Val Acc 0.8699
[Epoch 66/150] Train Loss 0.2739 | Train Acc 0.8845 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 67/150] Train Loss 0.2755 | Train Acc 0.8849 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 68/150] Train Loss 0.2772 | Train Acc 0.8843 | Val Loss 0.3136 | Val Acc 0.8699
[Epoch 69/150] Train Loss 0.2772 | Train Acc 0.8835 | Val Loss 0.3137 | Val Acc 0.8699
[Epoch 70/150] Train Loss 0.2750 | Train Acc 0.8856 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 71/150] Train Loss 0.2765 | Train Acc 0.8816 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 72/150] Train Loss 0.2763 | Train Acc 0.8844 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 73/150] Train Loss 0.2772 | Train Acc 0.8839 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 74/150] Train Loss 0.2750 | Train Acc 0.8835 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 75/150] Train Loss 0.2779 | Train Acc 0.8847 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 76/150] Train Loss 0.2765 | Train Acc 0.8834 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 77/150] Train Loss 0.2753 | Train Acc 0.8824 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 78/150] Train Loss 0.2773 | Train Acc 0.8830 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 79/150] Train Loss 0.2769 | Train Acc 0.8832 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 80/150] Train Loss 0.2738 | Train Acc 0.8857 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 81/150] Train Loss 0.2766 | Train Acc 0.8827 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 82/150] Train Loss 0.2760 | Train Acc 0.8850 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 83/150] Train Loss 0.2755 | Train Acc 0.8844 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 84/150] Train Loss 0.2763 | Train Acc 0.8830 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 85/150] Train Loss 0.2740 | Train Acc 0.8846 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 86/150] Train Loss 0.2761 | Train Acc 0.8850 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 87/150] Train Loss 0.2738 | Train Acc 0.8855 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 88/150] Train Loss 0.2773 | Train Acc 0.8839 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 89/150] Train Loss 0.2762 | Train Acc 0.8832 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 90/150] Train Loss 0.2740 | Train Acc 0.8837 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 91/150] Train Loss 0.2760 | Train Acc 0.8833 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 92/150] Train Loss 0.2753 | Train Acc 0.8847 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 93/150] Train Loss 0.2771 | Train Acc 0.8848 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 94/150] Train Loss 0.2756 | Train Acc 0.8829 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 95/150] Train Loss 0.2759 | Train Acc 0.8840 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 96/150] Train Loss 0.2753 | Train Acc 0.8844 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 97/150] Train Loss 0.2763 | Train Acc 0.8843 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 98/150] Train Loss 0.2767 | Train Acc 0.8844 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 99/150] Train Loss 0.2766 | Train Acc 0.8839 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 100/150] Train Loss 0.2748 | Train Acc 0.8844 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 101/150] Train Loss 0.2755 | Train Acc 0.8848 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 102/150] Train Loss 0.2757 | Train Acc 0.8843 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 103/150] Train Loss 0.2753 | Train Acc 0.8837 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 104/150] Train Loss 0.2750 | Train Acc 0.8858 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 105/150] Train Loss 0.2774 | Train Acc 0.8828 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 106/150] Train Loss 0.2741 | Train Acc 0.8851 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 107/150] Train Loss 0.2756 | Train Acc 0.8842 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 108/150] Train Loss 0.2757 | Train Acc 0.8841 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 109/150] Train Loss 0.2763 | Train Acc 0.8833 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 110/150] Train Loss 0.2746 | Train Acc 0.8842 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 111/150] Train Loss 0.2747 | Train Acc 0.8848 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 112/150] Train Loss 0.2764 | Train Acc 0.8823 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 113/150] Train Loss 0.2768 | Train Acc 0.8828 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 114/150] Train Loss 0.2787 | Train Acc 0.8846 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 115/150] Train Loss 0.2753 | Train Acc 0.8826 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 116/150] Train Loss 0.2780 | Train Acc 0.8833 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 117/150] Train Loss 0.2768 | Train Acc 0.8830 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 118/150] Train Loss 0.2752 | Train Acc 0.8840 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 119/150] Train Loss 0.2779 | Train Acc 0.8824 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 120/150] Train Loss 0.2772 | Train Acc 0.8843 | Val Loss 0.3137 | Val Acc 0.8699
[Epoch 121/150] Train Loss 0.2763 | Train Acc 0.8834 | Val Loss 0.3136 | Val Acc 0.8698
[Epoch 122/150] Train Loss 0.2760 | Train Acc 0.8851 | Val Loss 0.3136 | Val Acc 0.8698
[Epoch 123/150] Train Loss 0.2779 | Train Acc 0.8834 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 124/150] Train Loss 0.2746 | Train Acc 0.8845 | Val Loss 0.3137 | Val Acc 0.8699
[Epoch 125/150] Train Loss 0.2752 | Train Acc 0.8838 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 126/150] Train Loss 0.2769 | Train Acc 0.8844 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 127/150] Train Loss 0.2751 | Train Acc 0.8858 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 128/150] Train Loss 0.2776 | Train Acc 0.8833 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 129/150] Train Loss 0.2765 | Train Acc 0.8851 | Val Loss 0.3137 | Val Acc 0.8699
[Epoch 130/150] Train Loss 0.2741 | Train Acc 0.8840 | Val Loss 0.3137 | Val Acc 0.8699
[Epoch 131/150] Train Loss 0.2766 | Train Acc 0.8824 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 132/150] Train Loss 0.2746 | Train Acc 0.8859 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 133/150] Train Loss 0.2784 | Train Acc 0.8830 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 134/150] Train Loss 0.2768 | Train Acc 0.8850 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 135/150] Train Loss 0.2772 | Train Acc 0.8838 | Val Loss 0.3137 | Val Acc 0.8697
[Epoch 136/150] Train Loss 0.2770 | Train Acc 0.8836 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 137/150] Train Loss 0.2773 | Train Acc 0.8830 | Val Loss 0.3137 | Val Acc 0.8698
[Epoch 138/150] Train Loss 0.2764 | Train Acc 0.8837 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 139/150] Train Loss 0.2735 | Train Acc 0.8872 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 140/150] Train Loss 0.2750 | Train Acc 0.8844 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 141/150] Train Loss 0.2773 | Train Acc 0.8827 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 142/150] Train Loss 0.2746 | Train Acc 0.8858 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 143/150] Train Loss 0.2743 | Train Acc 0.8852 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 144/150] Train Loss 0.2755 | Train Acc 0.8842 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 145/150] Train Loss 0.2793 | Train Acc 0.8836 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 146/150] Train Loss 0.2746 | Train Acc 0.8859 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 147/150] Train Loss 0.2766 | Train Acc 0.8824 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 148/150] Train Loss 0.2736 | Train Acc 0.8844 | Val Loss 0.3138 | Val Acc 0.8697
[Epoch 149/150] Train Loss 0.2763 | Train Acc 0.8833 | Val Loss 0.3138 | Val Acc 0.8698
[Epoch 150/150] Train Loss 0.2739 | Train Acc 0.8858 | Val Loss 0.3137 | Val Acc 0.8699

=== CNN Test Metrics ===
Test Acc:      0.8805
Test Precision:0.8807
Test Recall:   0.8805
Test F1-score: 0.8805
Confusion Matrix:
[[5355  645]
 [ 789 5208]]

=== Summary ===
Majority Baseline:  Val 0.4968 | Test 0.5001 | Time 87.7349 seconds
LogReg Baseline:    Val 0.6136 | Test 0.6065 | Time 1981.0846 seconds
CNN Model:          Val 0.8725 | Test 0.8805 | Time 2419.2650 seconds
